full_name,phone_number,timestamp,geolocation,place_name,latitude,longitude,city,hour,drone_id,drone_model,drone_speed_kmh,drone_altitude_m,drone_frequency_mhz,drone_range_m,drone_heading_deg,drone_flight_duration_sec,drone_distance_border_m,operator_id,last_signal_time,signal_loss_duration_sec,phone_blackout_flag
Magnus Dunbar Ellison,+1 5550214303,2024-06-13 23:41:11,"25.786707, -100.350674",Bodega Logistica Escobedo,25.786707,-100.350674,Monterrey,23,,,,,,,,,,,2024-06-13 23:41:11,135.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-15 01:17:57,"24.812879, -107.379002",PEMEX Blvd. Universitarios,24.812879,-107.379002,Culiacan,1,,,,,,,,,,,2024-06-15 01:17:57,111.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-16 23:21:53,"25.792187, -100.353509",Bodega Logistica Escobedo,25.792187,-100.353509,Monterrey,23,,,,,,,,,,,2024-06-16 23:21:53,85.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-16 23:57:01,"27.481772, -99.510945",Zona Franca bodega logistica,27.481772,-99.510945,Nuevo Laredo,23,,,,,,,,,,,2024-06-16 23:57:01,182.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-19 00:36:04,"25.789974, -100.349544",Bodega Logistica Escobedo,25.789974,-100.349544,Monterrey,0,,,,,,,,,,,2024-06-19 00:36:04,21.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-19 04:48:51,"31.325709, -109.542276",Douglas-Agua Prieta Port of Entry,31.325709,-109.542276,Agua Prieta,4,DRN-29F3C1AB,DJI Phantom 4 RTK,17.5,68.3,2400.0,1213.0,10.0,867.0,96.0,OP-MAGN-311,2024-06-19 04:48:51,1.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-21 22:25:50,"31.323809, -109.543683",Douglas-Agua Prieta Port of Entry,31.323809,-109.543683,Agua Prieta,22,,,,,,,,,,,2024-06-21 22:25:50,258.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-24 04:44:39,"27.476978, -99.508652",Zona Franca bodega logistica,27.476978,-99.508652,Nuevo Laredo,4,,,,,,,,,,,2024-06-24 04:44:39,236.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-24 22:20:58,"31.323311, -109.541087",Douglas-Agua Prieta Port of Entry,31.323311,-109.541087,Agua Prieta,22,,,,,,,,,,,2024-06-24 22:20:58,131.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-26 00:04:32,"25.792477, -100.349760",Bodega Logistica Escobedo,25.792477,-100.34976,Monterrey,0,,,,,,,,,,,2024-06-26 00:04:32,199.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-26 23:24:57,"25.786865, -100.352894",Bodega Logistica Escobedo,25.786865,-100.352894,Monterrey,23,,,,,,,,,,,2024-06-26 23:24:57,90.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-27 01:14:29,"27.476649, -99.510957",Zona Franca bodega logistica,27.476649,-99.510957,Nuevo Laredo,1,,,,,,,,,,,2024-06-27 01:14:29,288.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-27 23:24:33,"25.788276, -100.352000",Bodega Logistica Escobedo,25.788276,-100.352,Monterrey,23,,,,,,,,,,,2024-06-27 23:24:33,195.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-06-30 04:00:19,"27.480586, -99.511041",Zona Franca bodega logistica,27.480586,-99.511041,Nuevo Laredo,4,,,,,,,,,,,2024-06-30 04:00:19,112.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-01 00:42:23,"31.329211, -109.545945",Douglas-Agua Prieta Port of Entry,31.329211,-109.545945,Agua Prieta,0,,,,,,,,,,,2024-07-01 00:42:23,166.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-03 23:12:38,"26.056422, -98.319485",Parque Industrial Reynosa Norte,26.056422,-98.319485,Reynosa,23,,,,,,,,,,,2024-07-03 23:12:38,157.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-04 01:15:00,"31.321287, -109.561907",Bodega Maquiladora AP Norte,31.321287,-109.561907,Agua Prieta,1,,,,,,,,,,,2024-07-04 01:15:00,277.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-06 00:07:50,"29.058774, -110.941827",PEMEX Blvd. Solidaridad,29.058774,-110.941827,Hermosillo,0,,,,,,,,,,,2024-07-06 00:07:50,84.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-06 02:38:44,"28.309083, -100.618472",Puente Colombia approach km 2,28.309083,-100.618472,Nuevo Laredo,2,,,,,,,,,,,2024-07-06 02:38:44,230.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-11 22:03:51,"27.476063, -99.512103",Zona Franca bodega logistica,27.476063,-99.512103,Nuevo Laredo,22,,,,,,,,,,,2024-07-11 22:03:51,24.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-13 04:13:27,"31.329151, -109.539380",Douglas-Agua Prieta Port of Entry,31.329151,-109.53938,Agua Prieta,4,,,,,,,,,,,2024-07-13 04:13:27,53.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-13 23:12:48,"31.323272, -109.546126",Douglas-Agua Prieta Port of Entry,31.323272,-109.546126,Agua Prieta,23,,,,,,,,,,,2024-07-13 23:12:48,102.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-14 22:53:32,"25.789968, -100.353117",Bodega Logistica Escobedo,25.789968,-100.353117,Monterrey,22,,,,,,,,,,,2024-07-14 22:53:32,270.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-15 03:23:15,"24.813428, -107.383254",PEMEX Blvd. Universitarios,24.813428,-107.383254,Culiacan,3,,,,,,,,,,,2024-07-15 03:23:15,141.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-16 03:57:15,"25.791039, -100.350629",Bodega Logistica Escobedo,25.791039,-100.350629,Monterrey,3,,,,,,,,,,,2024-07-16 03:57:15,95.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-16 04:05:15,"25.786248, -100.352051",Bodega Logistica Escobedo,25.786248,-100.352051,Monterrey,4,,,,,,,,,,,2024-07-16 04:05:15,127.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-17 01:28:06,"31.322967, -109.546345",Douglas-Agua Prieta Port of Entry,31.322967,-109.546345,Agua Prieta,1,,,,,,,,,,,2024-07-17 01:28:06,114.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-19 03:35:03,"31.322600, -109.543932",Douglas-Agua Prieta Port of Entry,31.3226,-109.543932,Agua Prieta,3,,,,,,,,,,,2024-07-19 03:35:03,10.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-19 22:42:07,"31.327154, -109.546194",Douglas-Agua Prieta Port of Entry,31.327154,-109.546194,Agua Prieta,22,,,,,,,,,,,2024-07-19 22:42:07,243.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-22 03:25:10,"25.789048, -100.346859",Bodega Logistica Escobedo,25.789048,-100.346859,Monterrey,3,,,,,,,,,,,2024-07-22 03:25:10,157.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-23 04:10:01,"31.324024, -109.543558",Douglas-Agua Prieta Port of Entry,31.324024,-109.543558,Agua Prieta,4,,,,,,,,,,,2024-07-23 04:10:01,107.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-25 23:30:54,"27.480669, -99.506767",Zona Franca bodega logistica,27.480669,-99.506767,Nuevo Laredo,23,,,,,,,,,,,2024-07-25 23:30:54,292.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-26 02:51:46,"25.787631, -100.350208",Bodega Logistica Escobedo,25.787631,-100.350208,Monterrey,2,,,,,,,,,,,2024-07-26 02:51:46,268.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-27 03:16:28,"25.792088, -100.352712",Bodega Logistica Escobedo,25.792088,-100.352712,Monterrey,3,,,,,,,,,,,2024-07-27 03:16:28,98.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-07-29 22:13:34,"25.789498, -100.348281",Bodega Logistica Escobedo,25.789498,-100.348281,Monterrey,22,,,,,,,,,,,2024-07-29 22:13:34,93.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-02 03:33:30,"31.328494, -109.543868",Douglas-Agua Prieta Port of Entry,31.328494,-109.543868,Agua Prieta,3,,,,,,,,,,,2024-08-02 03:33:30,5.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-02 12:04:00,"25.791730, -100.349696",Bodega Logistica Escobedo,25.79173,-100.349696,Monterrey,12,,,,,,,,,,,2024-08-02 12:04:00,205.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-04 22:54:37,"31.327251, -109.540087",Douglas-Agua Prieta Port of Entry,31.327251,-109.540087,Agua Prieta,22,,,,,,,,,,,2024-08-04 22:54:37,184.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-09 18:13:37,"31.328334, -109.543686",Douglas-Agua Prieta Port of Entry,31.328334,-109.543686,Agua Prieta,18,,,,,,,,,,,2024-08-09 18:13:37,164.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-10 23:36:28,"27.480685, -99.512131",Zona Franca bodega logistica,27.480685,-99.512131,Nuevo Laredo,23,,,,,,,,,,,2024-08-10 23:36:28,51.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-11 01:51:31,"31.322879, -109.541999",Douglas-Agua Prieta Port of Entry,31.322879,-109.541999,Agua Prieta,1,,,,,,,,,,,2024-08-11 01:51:31,214.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-11 03:12:12,"27.471512, -99.521835",PEMEX Dr. Cos y Perez,27.471512,-99.521835,Nuevo Laredo,3,,,,,,,,,,,2024-08-11 03:12:12,138.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-13 03:31:57,"25.791914, -100.353750",Bodega Logistica Escobedo,25.791914,-100.35375,Monterrey,3,,,,,,,,,,,2024-08-13 03:31:57,108.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-16 16:52:41,"27.481669, -99.508993",Zona Franca bodega logistica,27.481669,-99.508993,Nuevo Laredo,16,,,,,,,,,,,2024-08-16 16:52:41,27.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-16 17:05:25,"25.788896, -100.347915",Bodega Logistica Escobedo,25.788896,-100.347915,Monterrey,17,,,,,,,,,,,2024-08-16 17:05:25,224.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-16 23:46:06,"25.786151, -100.351247",Bodega Logistica Escobedo,25.786151,-100.351247,Monterrey,23,,,,,,,,,,,2024-08-16 23:46:06,202.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-17 00:22:08,"24.785543, -107.412556",Bodega Industrial Culiacan Sur,24.785543,-107.412556,Culiacan,0,,,,,,,,,,,2024-08-17 00:22:08,125.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-18 03:13:28,"31.322184, -109.542021",Douglas-Agua Prieta Port of Entry,31.322184,-109.542021,Agua Prieta,3,,,,,,,,,,,2024-08-18 03:13:28,74.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-20 23:54:05,"31.323267, -109.542415",Douglas-Agua Prieta Port of Entry,31.323267,-109.542415,Agua Prieta,23,,,,,,,,,,,2024-08-20 23:54:05,168.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-24 23:55:00,"26.056883, -98.316778",Parque Industrial Reynosa Norte,26.056883,-98.316778,Reynosa,23,,,,,,,,,,,2024-08-24 23:55:00,183.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-25 03:59:40,"26.058817, -98.319237",Parque Industrial Reynosa Norte,26.058817,-98.319237,Reynosa,3,,,,,,,,,,,2024-08-25 03:59:40,271.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-27 22:47:26,"25.790183, -100.352792",Bodega Logistica Escobedo,25.790183,-100.352792,Monterrey,22,,,,,,,,,,,2024-08-27 22:47:26,66.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-30 02:44:04,"31.324788, -109.544160",Douglas-Agua Prieta Port of Entry,31.324788,-109.54416,Agua Prieta,2,,,,,,,,,,,2024-08-30 02:44:04,189.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-08-31 00:16:46,"29.099490, -110.973268",Bodega Industrial Hermosillo Norte,29.09949,-110.973268,Hermosillo,0,,,,,,,,,,,2024-08-31 00:16:46,69.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-01 23:16:00,"27.477236, -99.510872",Zona Franca bodega logistica,27.477236,-99.510872,Nuevo Laredo,23,,,,,,,,,,,2024-09-01 23:16:00,195.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-01 23:39:57,"25.789944, -100.352532",Bodega Logistica Escobedo,25.789944,-100.352532,Monterrey,23,,,,,,,,,,,2024-09-01 23:39:57,23.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-02 00:57:43,"27.476319, -99.512731",Zona Franca bodega logistica,27.476319,-99.512731,Nuevo Laredo,0,DRN-60D16891,DJI Mavic 3 Pro,13.6,67.9,915.0,2957.0,72.0,1107.0,1294.0,OP-MAGN-370,2024-09-02 00:57:43,13.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-03 01:39:47,"26.057634, -98.321072",Parque Industrial Reynosa Norte,26.057634,-98.321072,Reynosa,1,DRN-539F6C8B,DJI Air 3,18.0,54.6,915.0,5878.0,31.0,647.0,1364.0,OP-MAGN-455,2024-09-02 12:54:57,45890.0,1.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-07 03:43:21,"25.788337, -100.350147",Bodega Logistica Escobedo,25.788337,-100.350147,Monterrey,3,,,,,,,,,,,2024-09-07 03:43:21,126.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-09 03:57:58,"31.322287, -109.542888",Douglas-Agua Prieta Port of Entry,31.322287,-109.542888,Agua Prieta,3,,,,,,,,,,,2024-09-09 03:57:58,107.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-10 00:48:44,"26.060812, -98.320022",Parque Industrial Reynosa Norte,26.060812,-98.320022,Reynosa,0,,,,,,,,,,,2024-09-10 00:48:44,225.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-12 03:34:44,"27.478787, -99.508297",Zona Franca bodega logistica,27.478787,-99.508297,Nuevo Laredo,3,,,,,,,,,,,2024-09-12 03:34:44,125.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-17 01:13:51,"27.479675, -99.510617",Zona Franca bodega logistica,27.479675,-99.510617,Nuevo Laredo,1,,,,,,,,,,,2024-09-17 01:13:51,290.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-19 22:44:07,"27.481989, -99.511042",Zona Franca bodega logistica,27.481989,-99.511042,Nuevo Laredo,22,,,,,,,,,,,2024-09-19 22:44:07,99.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-20 00:44:48,"27.482060, -99.513138",Zona Franca bodega logistica,27.48206,-99.513138,Nuevo Laredo,0,,,,,,,,,,,2024-09-20 00:44:48,294.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-27 17:41:16,"25.788403, -100.353762",Bodega Logistica Escobedo,25.788403,-100.353762,Monterrey,17,,,,,,,,,,,2024-09-27 17:41:16,57.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-29 22:41:34,"31.329514, -109.540558",Douglas-Agua Prieta Port of Entry,31.329514,-109.540558,Agua Prieta,22,,,,,,,,,,,2024-09-29 22:41:34,164.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-09-29 23:03:28,"28.312864, -100.623260",Puente Colombia approach km 2,28.312864,-100.62326,Nuevo Laredo,23,DRN-0C95A352,Skydio 2+,12.4,53.4,868.0,4831.0,20.0,1137.0,331.0,OP-MAGN-166,2024-09-29 15:26:20,27428.0,1.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-01 10:53:15,"27.481612, -99.509004",Zona Franca bodega logistica,27.481612,-99.509004,Nuevo Laredo,10,,,,,,,,,,,2024-10-01 10:53:15,119.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-01 23:22:38,"27.480711, -99.511692",Zona Franca bodega logistica,27.480711,-99.511692,Nuevo Laredo,23,,,,,,,,,,,2024-10-01 23:22:38,84.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-03 03:54:49,"27.482578, -99.506463",Zona Franca bodega logistica,27.482578,-99.506463,Nuevo Laredo,3,,,,,,,,,,,2024-10-03 03:54:49,121.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-03 17:59:52,"31.324248, -109.543726",Douglas-Agua Prieta Port of Entry,31.324248,-109.543726,Agua Prieta,17,,,,,,,,,,,2024-10-03 17:59:52,119.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-06 01:36:09,"24.785602, -107.413653",Bodega Industrial Culiacan Sur,24.785602,-107.413653,Culiacan,1,,,,,,,,,,,2024-10-06 01:36:09,268.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-08 01:17:01,"31.324154, -109.543419",Douglas-Agua Prieta Port of Entry,31.324154,-109.543419,Agua Prieta,1,,,,,,,,,,,2024-10-08 01:17:01,252.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-08 11:05:58,"27.479222, -99.507907",Zona Franca bodega logistica,27.479222,-99.507907,Nuevo Laredo,11,,,,,,,,,,,2024-10-08 11:05:58,217.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-10 23:52:57,"28.310646, -100.622863",Puente Colombia approach km 2,28.310646,-100.622863,Nuevo Laredo,23,,,,,,,,,,,2024-10-10 23:52:57,141.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-15 04:39:29,"27.479743, -99.508005",Zona Franca bodega logistica,27.479743,-99.508005,Nuevo Laredo,4,DRN-9F3447EE,DJI Mavic 3 Pro,14.2,58.5,433.0,6862.0,334.0,1032.0,1209.0,OP-MAGN-786,2024-10-15 04:39:29,99.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-16 12:55:31,"26.101941, -98.231175",Garita Hidalgo bridge vicinity,26.101941,-98.231175,Reynosa,12,,,,,,,,,,,2024-10-16 12:55:31,210.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-18 23:37:24,"25.789889, -100.352949",Bodega Logistica Escobedo,25.789889,-100.352949,Monterrey,23,,,,,,,,,,,2024-10-18 23:37:24,125.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-21 01:13:33,"28.306934, -100.623569",Puente Colombia approach km 2,28.306934,-100.623569,Nuevo Laredo,1,,,,,,,,,,,2024-10-21 01:13:33,130.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-22 00:49:34,"25.788164, -100.348597",Bodega Logistica Escobedo,25.788164,-100.348597,Monterrey,0,,,,,,,,,,,2024-10-22 00:49:34,104.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-23 13:00:40,"27.483421, -99.508291",Zona Franca bodega logistica,27.483421,-99.508291,Nuevo Laredo,13,,,,,,,,,,,2024-10-23 13:00:40,232.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-24 12:29:03,"25.788860, -100.352717",Bodega Logistica Escobedo,25.78886,-100.352717,Monterrey,12,,,,,,,,,,,2024-10-24 12:29:03,70.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-25 22:46:44,"27.481239, -99.513087",Zona Franca bodega logistica,27.481239,-99.513087,Nuevo Laredo,22,,,,,,,,,,,2024-10-25 22:46:44,277.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-10-27 23:30:32,"24.808502, -107.378547",PEMEX Blvd. Universitarios,24.808502,-107.378547,Culiacan,23,,,,,,,,,,,2024-10-27 23:30:32,130.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-01 00:53:49,"26.035427, -98.307303",Anzalduas Bridge approach Nte.,26.035427,-98.307303,Reynosa,0,,,,,,,,,,,2024-11-01 00:53:49,119.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-01 03:06:33,"27.483811, -99.513171",Zona Franca bodega logistica,27.483811,-99.513171,Nuevo Laredo,3,DRN-9EF23C20,Skydio 2+,18.8,78.5,2400.0,2140.0,294.0,409.0,1133.0,OP-MAGN-868,2024-10-31 10:47:09,58764.0,1.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-06 23:45:37,"27.483653, -99.507536",Zona Franca bodega logistica,27.483653,-99.507536,Nuevo Laredo,23,,,,,,,,,,,2024-11-06 23:45:37,260.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-09 00:45:52,"24.781770, -107.406766",Bodega Industrial Culiacan Sur,24.78177,-107.406766,Culiacan,0,,,,,,,,,,,2024-11-09 00:45:52,246.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-12 02:38:13,"31.322490, -109.561807",Bodega Maquiladora AP Norte,31.32249,-109.561807,Agua Prieta,2,,,,,,,,,,,2024-11-12 02:38:13,181.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-13 04:48:36,"27.482865, -99.506805",Zona Franca bodega logistica,27.482865,-99.506805,Nuevo Laredo,4,,,,,,,,,,,2024-11-13 04:48:36,274.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-13 22:55:45,"25.786820, -100.346023",Bodega Logistica Escobedo,25.78682,-100.346023,Monterrey,22,,,,,,,,,,,2024-11-13 22:55:45,203.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-14 03:04:58,"25.793583, -100.353467",Bodega Logistica Escobedo,25.793583,-100.353467,Monterrey,3,,,,,,,,,,,2024-11-14 03:04:58,258.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-21 01:02:29,"31.328752, -109.543292",Douglas-Agua Prieta Port of Entry,31.328752,-109.543292,Agua Prieta,1,,,,,,,,,,,2024-11-21 01:02:29,227.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-22 00:30:42,"26.056485, -98.319648",Parque Industrial Reynosa Norte,26.056485,-98.319648,Reynosa,0,,,,,,,,,,,2024-11-22 00:30:42,145.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-25 03:55:22,"26.059416, -98.319050",Parque Industrial Reynosa Norte,26.059416,-98.31905,Reynosa,3,,,,,,,,,,,2024-11-25 03:55:22,206.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-26 03:25:33,"25.788653, -100.351826",Bodega Logistica Escobedo,25.788653,-100.351826,Monterrey,3,,,,,,,,,,,2024-11-26 03:25:33,138.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-27 04:52:41,"31.324999, -109.544063",Douglas-Agua Prieta Port of Entry,31.324999,-109.544063,Agua Prieta,4,,,,,,,,,,,2024-11-27 04:52:41,91.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-28 02:06:42,"31.318203, -109.557524",Bodega Maquiladora AP Norte,31.318203,-109.557524,Agua Prieta,2,,,,,,,,,,,2024-11-28 02:06:42,228.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-11-29 23:57:56,"27.502695, -99.501322",Gateway Americas Bridge area,27.502695,-99.501322,Nuevo Laredo,23,,,,,,,,,,,2024-11-29 23:57:56,17.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-03 03:27:59,"25.792752, -100.350944",Bodega Logistica Escobedo,25.792752,-100.350944,Monterrey,3,,,,,,,,,,,2024-12-03 03:27:59,68.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-03 22:07:05,"27.483932, -99.511703",Zona Franca bodega logistica,27.483932,-99.511703,Nuevo Laredo,22,,,,,,,,,,,2024-12-03 22:07:05,78.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-04 02:00:05,"25.793304, -100.353611",Bodega Logistica Escobedo,25.793304,-100.353611,Monterrey,2,,,,,,,,,,,2024-12-04 02:00:05,143.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-07 01:28:51,"27.479321, -99.507422",Zona Franca bodega logistica,27.479321,-99.507422,Nuevo Laredo,1,,,,,,,,,,,2024-12-07 01:28:51,75.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-11 02:45:47,"31.316201, -109.556136",Bodega Maquiladora AP Norte,31.316201,-109.556136,Agua Prieta,2,,,,,,,,,,,2024-12-11 02:45:47,275.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-11 03:03:54,"27.479033, -99.511820",Zona Franca bodega logistica,27.479033,-99.51182,Nuevo Laredo,3,,,,,,,,,,,2024-12-11 03:03:54,171.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-15 01:33:51,"27.476951, -99.511245",Zona Franca bodega logistica,27.476951,-99.511245,Nuevo Laredo,1,,,,,,,,,,,2024-12-15 01:33:51,36.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-20 23:01:32,"27.481361, -99.506426",Zona Franca bodega logistica,27.481361,-99.506426,Nuevo Laredo,23,DRN-3898B4B0,DJI Mavic 3 Pro,10.2,20.4,5800.0,3424.0,57.0,646.0,1293.0,OP-MAGN-333,2024-12-20 13:32:31,34141.0,1.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-21 23:45:59,"29.060746, -110.939785",PEMEX Blvd. Solidaridad,29.060746,-110.939785,Hermosillo,23,,,,,,,,,,,2024-12-21 23:45:59,169.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-23 01:21:28,"27.478510, -99.513599",Zona Franca bodega logistica,27.47851,-99.513599,Nuevo Laredo,1,,,,,,,,,,,2024-12-23 01:21:28,204.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-25 14:01:44,"24.808242, -107.381725",PEMEX Blvd. Universitarios,24.808242,-107.381725,Culiacan,14,,,,,,,,,,,2024-12-25 14:01:44,64.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-26 12:40:40,"26.102166, -98.229720",Garita Hidalgo bridge vicinity,26.102166,-98.22972,Reynosa,12,,,,,,,,,,,2024-12-26 12:40:40,207.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-26 23:37:34,"25.786403, -100.351619",Bodega Logistica Escobedo,25.786403,-100.351619,Monterrey,23,,,,,,,,,,,2024-12-26 23:37:34,167.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2024-12-28 09:44:20,"27.479614, -99.506291",Zona Franca bodega logistica,27.479614,-99.506291,Nuevo Laredo,9,,,,,,,,,,,2024-12-28 09:44:20,259.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2025-01-02 10:51:12,"26.040519, -98.309341",Anzalduas Bridge approach Nte.,26.040519,-98.309341,Reynosa,10,,,,,,,,,,,2025-01-02 10:51:12,165.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2025-01-03 02:42:57,"27.478697, -99.512103",Zona Franca bodega logistica,27.478697,-99.512103,Nuevo Laredo,2,,,,,,,,,,,2025-01-03 02:42:57,196.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2025-01-04 11:50:37,"27.499750, -99.503736",Gateway Americas Bridge area,27.49975,-99.503736,Nuevo Laredo,11,,,,,,,,,,,2025-01-04 11:50:37,163.0,0.0
Magnus Dunbar Ellison,+1 5550214303,2025-01-06 17:20:38,"31.323803, -109.542930",Douglas-Agua Prieta Port of Entry,31.323803,-109.54293,Agua Prieta,17,,,,,,,,,,,2025-01-06 17:20:38,94.0,0.0
